marketplace,customer_id,review_id,product_id,product_title,product_category,star_rating,helpful_votes,total_votes,review_headline,review_body,review_date,product_rating,seller_rating,shipping_rating
US,46862002,R2Q6VDQA9BD4EF,B00WFHFET8,"32mm,, Smooth Black Leather, Medium Padding for your Sporty Watch",Watches,4,0,0,Good quality band but it is about a half inch ...,Good quality band but it is about a half inch too short.  I can use it as is but it would be comfortable if it were a bit longer.,31/8/2015,4,5,5
US,13308619,R3VR4EPYFYBXC2,B00Y1MHRG8,40 Bestpresso Nespresso Compatible Gourmet Coffee Capsules - Nespresso Pods Alternative: Intenso Blend Natural Espresso Flavor (High Intensity) - Certified Genuine Espresso,Watches,4,0,0,Inexpensive Alternative to Nespresso Capsules,These have worked nicely so far.,31/8/2015,4,5,5
US,40753458,R1X0LEWG3FL25Z,B00KI0FKMK,40Nine Men's 40NINE01/BLACK/Y Extra Large 50mm Analog Display Japanese Quartz Black Watch,Watches,4,1,1,for my husband who is a pretty big guy,"The large size is QUITE large--had to return it for a medium, for my husband who is a pretty big guy.",31/8/2015,4,5,5
US,11617359,R3H2Q69QVJ8U1T,B00HMCKIMY,40Nine Unisex 40NINE03/BLACK3 Medium 40mm Analog Display Japanese Quartz Black Watch,Watches,5,0,0,Five Stars,I wanted a good watch for a value price to wear playing golf and this is a beaut!,31/8/2015,5,5,5
US,17936064,R37C0UVO4DZ9OI,B00HUEVU44,40Nine Unisex 40NINE03/PURPLE3 Medium 40mm Analog Display Japanese Quartz White Watch,Watches,1,1,1,Don't be suckered in by the advertising for this watch,"What a poor product!  The bezel fell off in the pool, not long after the colored fob on the dial disappeared (I know not where). 40Nine should put its money into a better product, rather than full page advertising in The New York Times.",30/8/2015,1,5,5
US,3965838,R346JY1L9XGYPF,B00H4XDU1W,514 Classical Oxidized-bronze Military USA Marine Corps Quartz Pocket Watch,Watches,4,0,0,Really great! Kind of a cheap metal,"Really great! Kind of a cheap metal, but nothing I wasnt expecting for the price. Have it as a gift and he loves it.",30/8/2015,4,5,5
US,15174573,R1BN3FL7H2KGDC,B001QFYDEM,6900 Military Watch - Mens,Watches,5,0,0,Looks great-durable,"Great watch! I've had the watch for almost 4 years with no complaints. Looks great, really durable, first battery lasted over 2 years. The light works great and sometimes you'll need it during the day to read the time. The all black can be a little hard to read at times, but the light will is sufficient to help out. Worth every penny!",31/8/2015,5,5,5
US,851866,R11UO28Z9S5R4D,B00DTBLO8O,7 Weapons Fashion Creative LED Waterproof Men's Watch#black,Watches,1,0,0,Cool at first,It's hard to set it and the buttons no longer work on it after a week,31/8/2015,1,5,5
US,24606842,R2IDUNB8UFNZTG,B00PNTLBNS,75 Years of Batman Mens Watch - Comic Book History Inspired Logo (BAT7002),Watches,3,0,0,Not water proof!!!,"It is not water proof. When I washed my hands water came in, I had to pay over $24 in order to get cleaned",28/8/2015,3,5,5
US,24239175,R12JGSK0ACHBF7,B008BLYODY,a_line Women's 20040-NBWSR Marina Blue Ceramic Watch with Link Bracelet,Watches,1,0,0,Short time owned and it broke,"The lens broke from the inside! So now the hands won't move. It was dropped or banged around. This is an expensive watch, this shouldn't have happened after such a short time.",29/8/2015,1,5,5
US,12285418,RMC9UXZPO2IH1,B00BHLK7RC,Abco Tech Elegant Air Plane Style Digital Display LED Silicone Wrist Watch - Black -,Watches,1,0,0,One Star,Junk,29/8/2015,1,5,5
US,1567510,RSFQ1G70Z858U,B00HJ7T0OY,Absolute Hot Iron man Super Hero build-in Blue LED for Men's luxury Army military Wrist Watches,Watches,3,0,0,I wouldn't order it again for myself.,Not bad but a little tacky. It does have substantial weight for a $15 watch.,31/8/2015,3,5,5
US,12038824,RZ8FMC2GZGWIJ,B00JG3LX8K,Accessorize Ladies Butterfly Charm Gold Tone Bracelet Strap Dress Watch AZ4000,Watches,1,0,0,very poor way to sell a product,the package was open and the battery was dead! very poor way to sell a product.,31/8/2015,3,5,3
US,17802232,R2MGZANWNM9WOF,B008OANY6K,Activa By Invicta Unisex AA401-016 Watch with Striped Multi-Colored Band,Watches,3,0,0,"Purchased for The Wife, who had trouble seeing the ...","Purchased for The Wife, who had trouble seeing the numbers (numbers appeared clear, but orange glow from the back lighting did not agree with her - she says it gave her headaches). She passed it along to our son, who was able to use it.",28/8/2015,3,5,5
US,45937540,R3RDU9DKXAB5WP,B00J77ICVQ,adidas Performance Fitness Watch,Watches,5,0,0,Nice sporty watch!,"Great watch for everyday use!  It is big enough to see the time even without putting the watch directly in front of your face... so if you need a watch that you can look at subtly (if you're on a bad date), this is the watch to get! : )",31/8/2015,5,5,5
US,52734279,RJ5MHBYI4R4WW,B00XFQ5RMC,Affute Ultra Thin Sports Silicone Digital LED Sports Bracelet Wrist Watch(gery),Watches,2,0,0,Two Stars,ok,30/8/2015,2,5,5
US,21297035,R1J52WXAAFD5CX,B00IF3PG26,Akribos XXIV Men's AK715WT Retro Swiss Quartz Cream Dial Stainless Steel Black Leather Strap Watch,Watches,3,1,1,"Looks good, pretty accurate","It's ok, just the right size, face is a lot closer to yellow than tan. Looks good, pretty accurate, haven't tested it's water resistance (nor do I plan to), but if that's important to you then look elsewhere, product page states that it's ok with splashes, but not with submersion. This is a decent daily watch if that's what you're looking for.",28/8/2015,3,5,5
US,14695766,R2NXJEMJV1XGIY,B00KA4UKJ2,Akribos XXIV Men's AK736BK Round Three-Hand Quartz Bracelet Watch,Watches,1,0,2,One Star,Terrible product. I wasted my money on this it is cheap.You cant remove the links either.,30/8/2015,1,5,5
US,875559,R3FVL714L4L8BS,B00RCUTIRM,Akribos XXIV Men's AK787YGBU Quartz Movement Watch with Blue Dial and Yellow Gold Stainless Steel Bracelet,Watches,5,0,0,Five Stars,Excellent product and seller very good service,31/8/2015,5,5,5
US,48690970,RWVLA1T37A5PT,B00M31YJ60,Akribos XXIV Women's AK759SSTQ Swiss Quartz Movement Watch with Blue Sunburst Effect Dial and Silver Twist Chain Bracelet,Watches,3,0,0,I like the style and fit but the clasp is installed ...,"I like the style and fit but the clasp is installed backwards, it makes it difficult to clasp yourself so you have the have the made in china face outwards instead of Akribos.",31/8/2015,3,5,5
US,52647169,R13XE6EXBYB64H,B00MXT06LY,Akribos XXIV Women's AK765YG Impeccable Gold-Tone Stainless Steel Watch,Watches,1,0,0,Buy this watch if you want a green wrist,"Don't buy this watch.  It looked fine when it arrived, but back of watch has already begun to corrode.  The wrist band turns my wrist green.",31/8/2015,1,1,5
US,10629130,R1O4LI6PZQP88P,B008FV7P2M,"Alessi ALSl405 Black Strap for ""Luna"" Al8004 Watch Strap",Watches,1,0,0,"It's cheap and tears easily, especially if moist","Original strap on my Alessi lasted about two years. This replacement lasted less than six months. It's cheap and tears easily, especially if moist.",30/8/2015,1,5,5
US,2828335,R1I26C2P7IQMO0,B0096LOZUK,AMPM24 Bronze Men's Dragon & Phoenix Dangle Pendant Pocket Quartz Watch + Gift Chain WPK062,Watches,2,0,0,Bad quality,Broke pretty fast,28/8/2015,2,5,5
US,3669388,R2M6EF6NI4VV6I,B00A6OEWA4,AMPM24 Men's Hand-winding Mechanical Watch Black Leather Watchband Skeleton PMW069,Watches,4,0,0,Four Stars,Good value product,31/8/2015,4,5,5
US,14472527,RKJ14W5B4YMWS,B00DAALJ52,AMPM24 Roman White Dial Men's Skeleton Automatic Mechanical Brown Leather Wrist Watch PMW126,Watches,1,0,0,"It is another typical ""Junk Made in China! "" ...",It is another typical &#34;Junk Made in China!&#34;! Water gets in freely from front side and back side even when you sweat a little !,30/8/2015,1,5,5
US,11734326,R3UJ6V6KJ3JV5D,B00DZLJA9S,AMPM24 Rose Gold Bling Crystal Mustache Ladies White Leather Quartz Wrist Watch Gift WAA511,Watches,2,0,0,Poor,Cute. Poor stitching,29/8/2015,2,5,5
US,37492909,R21C5O1HLWDIAT,B0096LPCEI,AMPM24 White Leather Transparent Dial Fashion Lady Girl Wrist Quartz Watch Gift WAA025,Watches,3,0,0,Three Stars,the dial looks so big compare to this iamge,31/8/2015,3,5,5
US,41324656,R2M90EJ9UN49DM,B004WFWL9C,Android Women's AD512AWBU Exotic White Ceramic Blue Rubber Strap Watch,Watches,1,0,0,One Star,to heavy,30/8/2015,1,5,5
US,26020582,R3L5839FC86NPD,B004WFWLJC,Android Women's AD512AWRG Exotic White Ceramic Orange Rubber Strap Watch,Watches,3,0,0,Three Stars,A very handsome product. The only draw back is the weight. It's kinda heavy,30/8/2015,3,5,5
US,47000010,R1XKMGADKXKGIT,B011HH9NWA,Anleowatch 1PCS Black Watch Men Women Unisex Military Sports Watches Waterproof Quartz Wristwatches,Watches,4,0,2,Four Stars,Good,31/8/2015,4,5,5
US,50971532,RQDUGFGFQZWX4,B002OL1W8C,Anne Klein Two-Tone Illusion Dress Watch,Watches,1,1,1,I love this design was so excited to receive it,"I love this design was so excited to receive it , but when I got it it didn't work. I returned it very disappointed.",31/8/2015,1,5,5
US,50553866,ROYEWQR5E7HZV,B00QXFT5J8,Anne Klein Women's 10/9918RGTP Rose Gold-Tone and Taupe Leather Strap Watch,Watches,5,0,0,and I very happy to wear it,"This watch is very attractive, and I very happy to wear it.",31/8/2015,5,5,5
US,27672410,RP9EA057CQ8QR,B000U5O5XI,Anne Klein Women's 105491SVTT Two-Tone Dress Watch,Watches,1,0,0,Will not buy watch from Amazon again.,I noticed it stopped about a week ago & just discovered that the return date ended 4 days ago so apparently there's no recourse.  Will not buy watch online from Amazon again.    [...],30/8/2015,1,5,5
US,32778769,R11UACZERCM4ZY,B0040UOFPW,Anne Klein Women's 109271MPTT Swarovski Crystal Accented Two-Tone Multi-Chain Bracelet Watch,Watches,5,0,0,Five Stars,said my wife..,31/8/2015,5,5,5
US,1102215,R2SRL8FERJ1MT8,B004X4Y9MO,Anne Klein Women's 109443WTRD Silver-Tone White Dial and Red Leather Strap Watch,Watches,3,2,3,NICE LOOKING WATCH,"NICE LOOKING WATCH, BAND WAS A BEAUTIFUL RED BUT WAS WAY TOO SHORT AND I HAD TO SEND IT BACK.",29/8/2015,3,5,5
US,23907062,R2CYG9TB8197B7,B008XT3PH0,Anne Klein Women's AK/1046CHCV Swarovski Crystal Accented Watch,Watches,5,0,1,Five Stars,"Very pretty, elegant",31/8/2015,5,5,5
US,37997136,R2A70M4WZY2V4X,B008A0P7KU,Anne Klein Women's AK/1064BKBK Watch with Black Leather Band,Watches,3,0,0,short Wristband,Love the style but the band is to short,28/8/2015,3,5,5
US,2603723,R1RVNJFVZ3F760,B00NOPB3LS,Anne Klein Women's AK/1610BKRG Diamond-Accented Rose Gold-Tone and Black Ceramic Bracelet Watch,Watches,5,0,0,Absolutely love it!,"I ordered this watch online and I absolutely love it. It's true to the picture, very sophisticated. It's great for nights out. Overall an amazing purchase!",31/8/2015,5,5,5
US,11596892,R2YH7QZUZHI0RS,B00LBKXQRW,Anne Klein Women's AK/1814WTGB Glitter Accented Gold-Tone and White Ceramic Bracelet Watch,Watches,5,0,0,Five Stars,it is beautiful and it works just fine,31/8/2015,5,5,5
US,4766847,R26KET7XDGSL9L,B00TQQXY70,Anne Klein Women's AK/2030RGTP Rose Gold-Tone Watch With Grey Leather Band,Watches,5,2,2,"Very pretty, small and feminine!","Love it, looks just like the picture. Actually a lot nicer in real life because of the mother of pearl casing and the grey leather and rose-gold contrast.<br /><br />Also, it is quite small. So just read the description carefully before you buy because it really is a small small watch. But I love it exactly that way, I think it looks perfect!",31/8/2015,5,5,5
US,38294216,R3W1XUHOEEM15Z,B000PU1EBO,Anne Klein Women's Goldtone Solid Link Bracelet Watch,Watches,2,0,0,I received this watch yesterday. It is very attractive ...,I received this watch yesterday.  It is very attractive and classy but the face is pale gold and the minute and the second hands are pale gold so they blend each into the other and you just cannot tell the time.  This is a major fault in this watch.  I am uncertain if its the one I purchased or if its a fault in this type and style.,30/8/2015,2,5,5
US,47811577,R1HBXQGWPJ6QPS,B00Y0OL0D8,"Apple Watch Band, Premium Leather Replacement Watchband with Secure Metal Clasp, Apple iWatch Band Leather Strap Wrist Band Classic Buckle for Apple Watch & Sport & Edition (MM598) (Red 42mm)",Watches,1,0,0,"Very bad, I see why they pulled from the market","This is a real disappointment, I bought this a month ago and the red color had faded and streaked. I was not happy with the rose gold buckle, there no description that it came that way and does not match my stainless steel watch",30/8/2015,1,5,5
US,24660873,R1OXKWZMROSK9L,B007BDEXV6,Armani Exchange AX1214 Mens Black Silver Zulu Chronograph Active Watch,Watches,5,0,0,Great looking watch,"Not sure what I'm more impressed with, the watch or the shipping. Great looking watch,  shipped to Australia in 5 days!",31/8/2015,5,5,5
US,48969849,R2GFLOB2R8LRP,B00LO7RPQ0,Armani Exchange Women's AX4321  Gold  Watch,Watches,5,0,0,Five Stars,I love love love this watch it's beautiful!!,31/8/2015,5,5,5
US,46847119,R3DF5YY1RW16DG,B00LPBYGQ2,Armitron Men's 20/4677GNTT Multi-Function Green Dial Two-Tone Bracelet Watch,Watches,1,0,0,very disappointed.,"Two days after received the watch it's behind 15 minutes every 24 hours, The interior links scratches. The outside gold links scratches. Returned for refund.very disappointed.",29/8/2015,1,5,5
US,51636271,RSQM9VW4HIUUV,B00L3VGTOQ,Armitron Men's 20/4962BLSV Blue Sunray Dial Silver-Tone Bracelet Watch,Watches,2,0,0,bad band.,Band is impossible to shorten. Uses very tiny screws. I bought a 0.8 mm screwdriver and could listen it.,31/8/2015,2,5,5
US,52229317,R6EMI5RKW73N3,B00QK2HAFK,Armitron Men's 20/5048 Day/Date Function Dial Croco-Grain Leather Strap Watch,Watches,4,1,2,Great Watch for the Price,"This is a good looking men's watch that would go well with most outfits, though it's leather strap pushes it to a more dressy watch. It's a simple watch with a day and date window. It is luminescent on the hour marks but not on the watch hands themselves, which is a little weird.<br /><br />I would be curious to see how long the battery lasts. Aside from the watch band wearing out, that would be the weakest part of this watch in the long term.",31/8/2015,4,5,5
US,14880034,R1UNJBV5MLRLNC,B006ZTJCVI,Armitron Men's 47mm Black Rubber Digital Chronograph Sport Watch,Watches,4,0,0,Four Stars,Kinda a big face and uncomfortable on my wrist while lifting,30/8/2015,4,5,5
US,13675081,RBGAF34UPP636,B00L3VGTA0,Armitron Men's Black Sunray Dial Silvertone Bracelet Watch,Watches,4,0,0,My husband like it but he would have liked the dial face ...,My husband like it but he would have liked the dial face to be a little smaller. He is not used to the bigger face but getting used to it. The picture product was hard to tell about the dial face and don't think it mention about the dial face being bigger than normal. Besides that everything else is really well made.,31/8/2015,4,5,5
US,29092656,R1TC5I613YN1V3,B006ZTJD1W,Armitron Sport Men's 40/8252BLK Black Digital Chronograph Watch,Watches,5,1,1,Armitron Sport Men's 40/8252BLK Black Digital Chronograph Watch,"Love the watch!  Beautiful, bright and clear display.  This is my work and snorkeling watch.<br /><br />This is not a con.  I knew what I was buying.  I wish that Armitron would also make sleeker LCD display watches with large numerals for more normal wear.<br /><br />If you want an all around good, and very legible LCD watch, I can only recommend it!<br /><br />Bernie",31/8/2015,5,5,5
US,33031842,R3Q1ZRTB70G41G,B00D07C63O,Armitron Sport Men's 40/8284 Digital Chronograph Resin Strap Watch,Watches,1,1,2,Junk! Went swimming in pool & watch filled up ...,Junk! Went swimming in pool & watch filled up with water almost instantly. This happened on the last day (30 days) of warranty so no refund. :(,31/8/2015,1,5,5
US,31170001,RE1QB883S3OVL,B00E4PQ8EE,Armitron Sport Men's 40/8301 Digital Chronograph Resin Strap Watch,Watches,3,0,0,Three Stars,Good but fogged up after a few months and could not read face.,31/8/2015,3,5,5
US,11082438,R3D4I66KQFKVXC,B00KIVULRI,Armitron Sport Men's 40/8309GRY Sport Watch,Watches,4,0,0,Satisfied,Seems to be a good product. A little larger than my other watches but still conformable .,30/8/2015,4,5,5
US,22997457,R39Y8RQGWEVNA7,B00MA6P5JS,Armitron Sport Men's 40/8330BLK Brown Accented Digital Chronograph Black Nylon Strap Watch,Watches,4,0,0,Works!,"It does the job, however, a timer would be nice.",31/8/2015,4,5,5
US,2118400,R3FMWKRXO2GIZ5,B000KNHRUS,Armitron Sport Men's 408108BLK Chronograph Black Digital Watch,Watches,4,0,0,I really like the background lighting though,"The metallic material is plastic. I really like the background lighting though, the colors help separate the digits and letters. This has lasted me for almost a year now, even after swimming in pools, running in the rain, and showering. Anyone who wants a waterproof watch for cheap should look at this one.",31/8/2015,4,5,5
US,5721815,R1NIU5MJ7220B,B0044QZF3I,Armitron Sport Men's 49mm Digital Chronograph Black Strap Watch,Watches,5,0,0,Cheap and Very Reliable Product,This product really surpassed my expectation. It was able to perform very well for me. I used it for my US Army Basic training and AIT. It never disappointed me and it was able to remain sturdy even after a series of rugged use. I highly recommend this product.,31/8/2015,5,5,5
US,3307875,R3V27ZXF549EAQ,B00L4JRXIS,Armitron Sport Women's 25/6416 Easy To Read Dial Resin Strap Watch,Watches,3,0,0,Sport watch,It's a nice watch but if you have a large arm it will not fit  well.  does good under water I use when I go to water aerobic to keep tack of my time,31/8/2015,3,5,5
US,45661904,R1OXYDAWK2WUJ9,B00MO38XL4,Armitron Sport Women's 25/6422BLK Easy to Read Dial Black Resin Strap Watch,Watches,5,0,0,"So pretty, strap is so soft","So pretty, strap is so soft, easy pliable rubber material. Unfortunately, bezel does not turn. But I recommend this for everyday nursing use.",31/8/2015,5,5,5
US,17750441,RS9LUL7835X9J,B00V0G9OGE,Armitron Sport Women's 45/7053 Digital Resin Strap Watch,Watches,5,2,2,Armitron watch,"Really pretty and cool watch.  My 10 years old love it.  Has multiple functions as chronograph, alarm (you can set 3 different alarms), light and it is water resistant ... it's a bit tricky to remember the order to press the buttons to program it.  Loved the color.",31/8/2015,5,5,5
US,34828202,R1KU4I8MSTOWII,B00L3VGL12,Armitron Women's 75/3689BMDG Blue Swarovski Crystal Accented Gunmetal Bracelet Watch,Watches,3,1,1,Thewatch is beautiful she loves it but I have had ...,I bought this for my daughter Dec. 2014 for christmas. The watch is beautiful she loves it but I have had to put batteries in it twice and this is just August. Cannot find a way to exchange it and it is suppose to have life time warranty. Can anyone help?,30/8/2015,3,5,5
US,19601587,R2IVDAK7IYLXJS,B00J0XXHLM,Armitron Women's 75/5195 Diamond Accented Bracelet Watch,Watches,4,1,1,Very nice....,"This is a very nice time piece, I actually own a few Armitron Women's watches because there beautiful and well made, can be worn casual, or dressed up a bit and is generally priced very fairly. There is a different style of watch for varying taste. This particular watch is quite nice looking two tone, adjustable links,and water resistant keep good time as has my others. Its a quality watch for a good price and has a versatile look. I like it.",30/8/2015,4,5,5
US,48712438,RX85MDE0YQST6,B001RNNBPK,Armitron Women's Crystal Accented Silvertone Pink Mother-of-Pearl Dial Watch,Watches,2,1,1,She loved the size and the look of the watch,"Purchased for my daughter before going to college.  She loved the size and the look of the watch, unfortunately the crystal face fell out after a few months.  The watch was not dropped or abused - obviously a manufacturers defect.  We contacted the company and they informed us that the crystal was not covered under warranty.  The cost to fix it was more than the cost to replace it.  Very disappointed with Armitron customer service.  All that to say, it's a very nice looking watch, but don't expect the company to stand behind their product if it fails.",29/8/2015,2,5,5
US,30544842,R74CL3X9M2G6D,B00LAOR7LU,AsiaLifestyle Elegent fashion round face lady's women's bracelet bangle wrist quartz watch,Watches,2,0,0,"it was really cool looking, key word WAS","it was really cool looking, key word WAS, the latch is worthless and I lost it 2 days after receiving it.",27/8/2015,2,5,5
US,107046,R1QYMT7QKB0KFY,B00LAOR7LU,AsiaLifestyle Elegent fashion round face lady's women's bracelet bangle wrist quartz watch,Watches,1,0,0,One Star,"This watch is for extremely small wrists! Unfortunately, I won't be able to wear it.",30/8/2015,1,5,5
